"ID","Nickname","AvatarName","Category","Comment","Author","AvatarURL"
"0343","サンドきつねAkyo","akyo_きつねサンド","動物/きつね,動物",,"ささのき","https://vrchat.com/home/avatar/avtr_971afb40-f6e1-4056-9365-8d01181780a9"
"0344","お子様ランチAkyo","akyo_お子様ランチ","食べ物,食べ物/料理",,"ささのき","https://vrchat.com/home/avatar/avtr_4cec36a3-5fe4-4c7c-84cb-25d3deabf624"
"0345","ダウンきつねAkyo","akyo_きつねダウン","動物/きつね,動物",,"ささのき","https://vrchat.com/home/avatar/avtr_01d23e78-5e37-45a1-adb5-1c86ef867142"
"0346","まほうきつねAkyo","akyo_FoxMagic","動物/きつね,ハロウィン,季節・行事,まほう,動物,なりきり・仮装",,"ささのき","https://vrchat.com/home/avatar/avtr_88494bab-d2bc-43f2-ae26-e886b86d9dae"
"0347","ハロウィンカボチャAkyo","akyo_ハロウィンカボチャ","ハロウィン,季節・行事",,"ささのき","https://vrchat.com/home/avatar/avtr_62d7d050-c40e-4c60-936e-6dfc4809e646"
"0348","まほうどらごんAkyo","akyo_DragonMagic","架空の存在,ひこう,ハロウィン,季節・行事,まほう,動物,架空の存在/りゅう・ドラゴン,なりきり・仮装",,"ささのき","https://vrchat.com/home/avatar/avtr_96199d43-c85e-4830-967a-30280694a643"
"0349","セットどらごんAkyo","akyo_どらごんセット","架空の存在,ひこう,動物,架空の存在/りゅう・ドラゴン",,"ささのき","https://vrchat.com/home/avatar/avtr_58d857fa-4105-4d0e-98e5-60e8fd7cafd8"
"0350","探偵どらごんAkyo","akyo_どらごん探偵","架空の存在,ひこう,動物,職業・家柄,架空の存在/りゅう・ドラゴン",,"ささのき","https://vrchat.com/home/avatar/avtr_5cec5888-b04c-4bad-8bf3-67c043daa73b"
"0351","天使きつねAkyo","akyo engel","動物/きつね,動物,架空の存在,架空の存在/天使・神","別作者の天使Akyoも追加予定","ささのき","https://vrchat.com/home/avatar/avtr_b600825f-8da6-462a-bb17-0e932ed01354"
"0352","エゾAkyo","akyo_エゾ","自然",,"ささのき","https://vrchat.com/home/avatar/avtr_b808a377-a264-4352-affc-cd7de3391c0c"
"0353","コートきつねAkyo4","akyo_foxCoat4","動物/きつね,動物","2と3がいないのは故意とのこと","ささのき","https://vrchat.com/home/avatar/avtr_0fc2d16c-5f9e-4cd4-8172-ce57c420e5c7"
"0354","ツリーAkyo","akyo_ツリー","植物","正確にはクリスマスツリー","ささのき","https://vrchat.com/home/avatar/avtr_2a6304b4-1da8-4eac-8bcc-1203f5fcb574"
"0355","じゃがいもAkyo","akyo_じゃがいも","食べ物,食べ物/野菜",,"ささのき","https://vrchat.com/home/avatar/avtr_a33ec4f9-43ba-4b14-95df-23db0194b420"
"0356","シャチAkyo","akyo_シャチ","動物,動物/海の生き物,動物/シャチ",,"ささのき","https://vrchat.com/home/avatar/avtr_850c89f7-3dd6-486c-a17b-f124ecbca10f"
"0357","ないとどらごんAkyo","akyo_どらごんないと","架空の存在,ひこう,ハロウィン,季節・行事,動物,架空の存在/りゅう・ドラゴン,なりきり・仮装,職業・家柄,武器・軍事",,"ささのき","https://vrchat.com/home/avatar/avtr_eec93a2a-cc5f-4106-bd3b-35969990009b"
"0358","風呂きつねAkyo","akyo_foxBath","動物/きつね,動物,自然",,"ささのき","https://vrchat.com/home/avatar/avtr_f5ff713f-0094-45b2-97b6-90f5722308eb"
"0359","キングAkyo","akyo_king","歴史",,"ささのき","https://vrchat.com/home/avatar/avtr_86a2c20a-370f-41b1-9ae8-92c37231dc6d"
"0360","振袖どらごんAkyo","akyo_どらごん振袖","架空の存在,ひこう,動物,架空の存在/りゅう・ドラゴン,季節・行事",,"ささのき","https://vrchat.com/home/avatar/avtr_a0458f77-35e9-4656-aaa5-ff622d81c619"
"0361","だるまAkyo","akyo_daruma","家電・家具,歴史",,"ささのき","https://vrchat.com/home/avatar/avtr_bac120a2-3c1d-427e-9ce7-3a8ab9169074"
"0362","トマトAkyo","akyo_とまと","食べ物,食べ物/野菜",,"ささのき","https://vrchat.com/home/avatar/avtr_33d15ffc-c1f3-4402-8c45-cb19bb7af8bf"
"0363","リスAkyo","akyo_リス","動物,動物/リス",,"ささのき","https://vrchat.com/home/avatar/avtr_969326d6-0d4a-450e-bf56-5ed11f7f192b"
"0364","メロンソーダAkyo","akyo_メロンソーダ 1․1","食べ物,食べ物/フルーツ,飲み物",,"ささのき","https://vrchat.com/home/avatar/avtr_2608eefd-fca4-4217-a7c5-ff8575f014b3"
"0365","赤べこAkyo","akyo_赤べこ","家電・家具,歴史",,"ささのき","https://vrchat.com/home/avatar/avtr_98289d66-1be1-455f-a24f-9e22bd1f8237"
"0366","きつねの嫁入りAkyo","akyo_きつねの嫁入り","動物/きつね,動物,衣類・衣装",,"ささのき","https://vrchat.com/home/avatar/avtr_b11f07af-9755-4405-87dc-8297e1716db8"
"0367","メロンAkyo","akyo_メロン","食べ物,食べ物/フルーツ",,"ささのき","https://vrchat.com/home/avatar/avtr_994180ef-3faf-4f77-8723-8376c58849ec"
"0368","嫁入り婿Akyo","akyo_狐の嫁入り2","衣類・衣装",,"ささのき","https://vrchat.com/home/avatar/avtr_08f05b3b-fd93-4dd4-83f5-4fbb6792dd6e"
"0369","つきそいきつねAkyo","akyo_きつね つきそい","動物/きつね,動物",,"ささのき","https://vrchat.com/home/avatar/avtr_4854b039-8a6c-48be-b035-e95f59af6a85"
"0370","チョコAkyo","akyo_choco","食べ物,食べ物/スイーツ","バレンタインにはこれ","ささのき","https://vrchat.com/home/avatar/avtr_7b6b928e-fc29-42a8-b587-401346879d98"
"0371","バナナAkyo","akyo_バナナ","食べ物,食べ物/フルーツ",,"ささのき","https://vrchat.com/home/avatar/avtr_013beb78-85e2-4092-b553-475b362a469e"
"0372","緑茶Akyo","akyo_緑茶","飲み物",,"ささのき","https://vrchat.com/home/avatar/avtr_d8f5d5c1-b2ca-4b2b-8d2d-824d4ecdda99"
"0373","ローダーAkyo","akyo_ローダー","電子",,"ささのき","https://vrchat.com/home/avatar/avtr_21924bf1-925d-4940-a687-9d25c8377f89"
"0374","キリンAkyo","akyo_キリン","動物,動物/キリン",,"ささのき","https://vrchat.com/home/avatar/avtr_929c267d-e891-4bae-bbb1-bf44b5e98575"
"0375","ローダーAkyo2/ローダーきつねAkyo","akyo_ローダー2","動物/きつね,動物,電子",,"ささのき","https://vrchat.com/home/avatar/avtr_fcfb1c55-baf9-45ec-a14e-0e8a224e6ffd"
"0376","天むすAkyo","akyo_天むす","食べ物,食べ物/料理",,"ささのき","https://vrchat.com/home/avatar/avtr_b8f4f44d-b2c5-408d-9ff8-5ad3de86e27d"
"0377","ハムスターAkyo","akyo_ハムスター","動物,動物/ハムスター",,"ささのき","https://vrchat.com/home/avatar/avtr_59de2a1d-7dea-4a43-b708-2694656301a5"
"0378","スカーフきつねAkyo","akyo_きつねスカーフ","動物/きつね,動物",,"ささのき","https://vrchat.com/home/avatar/avtr_88033f7b-5f8b-45bf-9656-db61a83464d9"
"0379","トーストきつねAkyo2","akyo_foxトースト2","動物/きつね,動物","一体化に失敗した","ささのき","https://vrchat.com/home/avatar/avtr_463a9a9d-9ae3-4667-b209-914ba2586051"
"0380","いかAkyo","akyo_イカ","動物,動物/海の生き物",,"ささのき","https://vrchat.com/home/avatar/avtr_85a8a267-780b-4708-bf51-8d13b9923eb0"
"0381","くじらAkyo","akyo_くじら","動物,動物/海の生き物",,"ささのき","https://vrchat.com/home/avatar/avtr_3b8d1b4f-fc7a-4c4c-bb32-b30c493bc8fd"
"0382","カエルAkyo","akyo_カエル","動物,動物/カエル",,"ささのき","https://vrchat.com/home/avatar/avtr_8e63eb3e-fb9b-43e1-a8cc-78f06b7831fb"
"0383","和メイドきつねAkyo","akyo_きつね和メイド","動物/きつね,動物,職業・家柄",,"ささのき","https://vrchat.com/home/avatar/avtr_2ebe0457-ed55-4618-96d4-dfde88bee666"
"0384","オコジョAkyo3.0","akyo_オコジョ3․0","動物,動物/オコジョ","Avatar3.0化の意","ささのき","https://vrchat.com/home/avatar/avtr_5cf13dab-95d0-42e3-a4c1-c3adc7840e97"
"0385","食パンAkyo","akyo_to-st","食べ物,食べ物/料理","完全に一体化","ささのき","https://vrchat.com/home/avatar/avtr_cc9c4a26-4463-4b31-b885-543b6174418c"
"0386","食パンきつねAkyo","akyo_to-st fox","動物/きつね,動物,食べ物,食べ物/料理","同上","ささのき","https://vrchat.com/home/avatar/avtr_b950ae46-6ba0-4830-b55a-77957f468a1d"
"0387","でんきゅうAkyo","akyo_電球","家電・家具",,"ささのき","https://vrchat.com/home/avatar/avtr_55f8d7d4-9bc7-4b2d-a449-4644e5228565"
"0388","メロンパンAkyo","akyo_メロンパン","食べ物,食べ物/フルーツ,食べ物/スイーツ,食べ物/料理",,"ささのき","https://vrchat.com/home/avatar/avtr_198d8a7d-fa52-47e7-951f-f2b9df5d2a4f"
"0389","カステラAkyo2","akyo_カステラt","食べ物,食べ物/スイーツ",,"ささのき","https://vrchat.com/home/avatar/avtr_bd89fbba-9574-4a5f-b5ce-a7dd7f00a07e"
"0390","やきAkyo","akyo_yaki","食べ物,食べ物/料理",,"ささのき","https://vrchat.com/home/avatar/avtr_3b64f163-7b9d-4bdc-adef-2f07bccfd77c"
"0391","アーキョおじさん/おじAkyo","akyo_ozi","職業・家柄",,"ささのき","https://vrchat.com/home/avatar/avtr_e21d1394-394f-4bc3-a68a-55462ec730b6"
"0392","ラムネAkyo","akyo_ラムネ","食べ物,食べ物/スイーツ,飲み物",,"ささのき","https://vrchat.com/home/avatar/avtr_c6f5dea1-b19e-460c-a358-b59a1400344e"
"0393","とのAkyo","akyo_tono","職業・家柄",,"ささのき","https://vrchat.com/home/avatar/avtr_c7cdd58f-01bf-4d58-83ea-205ea44093f9"
"0394","せんすいAkyo","akyo_せんすい","職業・家柄",,"ささのき","https://vrchat.com/home/avatar/avtr_131de112-3d4a-48a7-a9d5-c3f723091a78"
"0395","カラス天狗Akyo","akyo_からすてんぐ","架空の存在,架空の存在/妖怪・おばけ,動物,動物/鳥",,"ささのき","https://vrchat.com/home/avatar/avtr_a2f5f8e3-d59e-45e5-8076-6798a7bad99a"
"0396","くろねこAkyo","akyo_kuroneko","動物,動物/ねこ",,"ささのき","https://vrchat.com/home/avatar/avtr_3b6e03e4-900b-420e-a95d-25a0034ca9e1"
"0397","ローダーAkyo3/ローダーくろねこAkyo","akyoローダー3","動物,動物/ねこ,電子",,"ささのき","https://vrchat.com/home/avatar/avtr_5fecb105-9e64-4c7f-864b-3a4c87da0fdb"
"0398","さくらAkyo","akyo_sakura","植物",,"ささのき","https://vrchat.com/home/avatar/avtr_396b75f1-6f21-4718-ad07-3a34892e23f1"
"0399","おめんAkyo","akyo_omen","パロディ/変な家,パロディ","このAkyo、何か変？","ささのき","https://vrchat.com/home/avatar/avtr_b2fa062c-7143-4a06-9cb2-8d35c5f23d8f"
"0400","りきしAkyo","akyo_rikishi","職業・家柄",,"ささのき","https://vrchat.com/home/avatar/avtr_16421321-cee6-4ae4-8546-6ce4c435a2e8"
"0401","なつAkyo","akyo_なつ","季節・行事",,"ささのき","https://vrchat.com/home/avatar/avtr_8533b4bd-e817-4523-9105-b144a2eac2dc"
"0402","つりAkyo","akyo_つり","職業・家柄",,"ささのき","https://vrchat.com/home/avatar/avtr_e6c065ac-bfbd-451c-bc4a-9a14a34e9055"
"0403","モサモサAkyo","akyo_モサモサ","素材・材質・生地",,"ささのき","https://vrchat.com/home/avatar/avtr_574728ce-c4c4-4410-a1df-4a4ae377411b"
"0404","プリンきつねAkyo","akyo_きつねプリン","動物/きつね,動物,食べ物,食べ物/スイーツ",,"ささのき","https://vrchat.com/home/avatar/avtr_0ff5143b-53f9-44a5-8b7a-ddf65574189b"
"0405","水まんじゅうAkyo","akyo_水まんじゅう","食べ物,食べ物/スイーツ,飲み物",,"ささのき","https://vrchat.com/home/avatar/avtr_2a06e15b-bd19-4345-9688-3a7c248ea03d"
"0406","アキョベロス/ケルベロスAkyo","アキョベロス","架空の存在,架空の存在/幻獣・精霊",,"ささのき","https://vrchat.com/home/avatar/avtr_c287cc25-1e14-4312-b662-7a89c4c4358d"
"0407","カフェきつねAkyo","akyo_きつねcafe","動物/きつね,動物",,"ささのき","https://vrchat.com/home/avatar/avtr_64e71072-2049-47fb-b0df-632f5c93cb9a"
"0408","がかきつねAkyo","akyo_fox art","動物/きつね,動物",,"ささのき","https://vrchat.com/home/avatar/avtr_0af97e1a-50f2-47dd-ac0c-a9ee8236b692"
"0409","白鳥Akyo","akyo_はくちょう","動物,動物/鳥",,"ささのき","https://vrchat.com/home/avatar/avtr_989dec92-536f-40bf-8d91-ca02f71b13e1"
"0410","陸戦型きつねAkyo","陸戦型きつねakyo","動物/きつね,動物",,"ささのき","https://vrchat.com/home/avatar/avtr_1b12a04f-19fb-441f-8c8b-beeeb3c2d14d"
"0411","アカギツネAkyo","赤きつねakyo 1․1","動物/きつね,動物",,"ささのき","https://vrchat.com/home/avatar/avtr_99635a51-2477-47f8-a4ed-a828215e10db"
"0412","チベスナきつねAkyo","チベスナきつねakyo","動物/きつね,動物",,"ささのき","https://vrchat.com/home/avatar/avtr_49c314a8-1241-4842-9c2c-645e295ad0e2"
"0413","わさびAkyo","わさびakyo","食べ物,食べ物/野菜,調味料",,"ささのき","https://vrchat.com/home/avatar/avtr_1993a555-326c-4845-83e6-fb4086ab8837"
"0414","ビキニきつねAkyo","きつねビキニ","動物/きつね,動物",,"ささのき","https://vrchat.com/home/avatar/avtr_a81a4356-1e8b-4aba-95bb-be3bc60f95c9"
"0415","フリル水着きつねAkyo","きつねakyoフリル水着","動物/きつね,動物,飲み物,衣類・衣装",,"ささのき","https://vrchat.com/home/avatar/avtr_4a4dfa62-d23d-4ad6-8526-fb261ad1fb5d"
"0416","豆腐AkyoA","akyo_touhu","食べ物,食べ物/野菜,食べ物/料理",,"ささのき","https://vrchat.com/home/avatar/avtr_f3394d08-85af-4544-a4ae-a118f01e677e"
"0417","豆腐AkyoB","akyoBOXtouhu","食べ物,食べ物/野菜,食べ物/料理",,"ささのき","https://vrchat.com/home/avatar/avtr_fe274047-ee6d-4db5-b07c-fde241bccb16"
"0418","みそしるAkyo","akyo_‚isosiru","食べ物,食べ物/料理","豆腐AkyoBとのコラボ","ささのき","https://vrchat.com/home/avatar/avtr_e30c5206-bf3a-499b-a7df-dd353e1f6227"
"0419","タピオカAkyo","akyo_タピオカ","飲み物","分類はのみもの系","ささのき","https://vrchat.com/home/avatar/avtr_e4406b94-2855-4711-a77e-d362989a7b95"
"0420","収穫祭Akyo","アキョおじ収穫祭","季節・行事","野菜Akyoオールスターズ","ささのき","https://vrchat.com/home/avatar/avtr_601ab1d3-3878-4f20-9da4-cbb803c19b48"
"0421","はっぱAkyo","akyo_happa","植物",,"ささのき","https://vrchat.com/home/avatar/avtr_1db21a6f-f387-417d-913f-acb10278ff4f"
"0422","ポンチョきつねAkyo","きつねポンチョ","動物/きつね,動物,衣類・衣装","ささのきさんの原点回帰","ささのき","https://vrchat.com/home/avatar/avtr_a290b34e-03c1-4d67-a01b-48dcd5b5c6c8"
"0423","かき氷きつねAkyo","akyo_きつねかき氷","動物/きつね,動物,食べ物,食べ物/スイーツ",,"ささのき","https://vrchat.com/home/avatar/avtr_32d08ec4-b351-4945-8df4-2d934a0e62a5"
"0424","りんごあめAkyo","akyo_りんごあめ","食べ物,食べ物/フルーツ,食べ物/スイーツ",,"ささのき","https://vrchat.com/home/avatar/avtr_bf2e07cf-b9f1-4dd6-95fd-822d7b4f0016"
"0425","サキュAkyo","akyo_サキュ","架空の存在,架空の存在/妖怪・おばけ",,"ささのき","https://vrchat.com/home/avatar/avtr_aba979b9-7a75-40a7-988b-89772726edc5"
"0426","いなりAkyo","akyo_いなりずし","食べ物,食べ物/料理,食べ物/お寿司","すしシリーズ3体目","ささのき","https://vrchat.com/home/avatar/avtr_3916d347-d653-4e7e-8ed4-9eb4005e9cbb"
"0427","八百屋ねぎAkyo","akyo_ねぎ八百屋","食べ物,食べ物/野菜,職業・家柄",,"ささのき","https://vrchat.com/home/avatar/avtr_ad9eb708-8fcc-43bd-9011-dd2e0eab93c7"
"0428","農家ねぎAkyo","akyo_ねぎ農家","食べ物,食べ物/野菜,職業・家柄",,"ささのき","https://vrchat.com/home/avatar/avtr_7042dcef-edbf-4c68-b182-51d5aa0b0ee9"
"0429","ヤシAkyo","akyo_ヤシの木","植物","木シリーズ3体目","ささのき","https://vrchat.com/home/avatar/avtr_d87850c0-4479-4e88-be6f-7548e575867b"
"0430","レースきつねAkyo","akyo_レーシングきつね","動物/きつね,動物",,"ささのき","https://vrchat.com/home/avatar/avtr_e8ed7d23-ac42-442d-9607-de2875a8d7c9"
"0431","駅員きつねAkyo","akyo_きつね駅員","動物/きつね,動物,職業・家柄",,"ささのき","https://vrchat.com/home/avatar/avtr_ffd524f1-ea73-4338-8d2c-2d9d75d3ae82"
"0432","バニーきつねAkyo","akyo_BunnyFox","ハロウィン,季節・行事,動物,動物/きつね,衣類・衣装,なりきり・仮装",,"ささのき","https://vrchat.com/home/avatar/avtr_542c948a-4a80-4226-9f7b-8a7fe2c0049d"
"0433","ストレッチAkyo","akyo_ストレッチ","職業・家柄","生涯健康、生涯Akyo","ささのき","https://vrchat.com/home/avatar/avtr_189d434f-2982-4b77-b6a2-d04aaaf62d05"
"0434","あかずきんきつねAkyo","akyo_きつね赤ずきん","動物/きつね,ハロウィン,季節・行事,動物,なりきり・仮装","おおかみAkyoに要注意","ささのき","https://vrchat.com/home/avatar/avtr_ea9e6901-c9c8-47e8-a90b-d55ce222b870"
"0435","りょうしAkyo","akyo_猟師","職業・家柄",,"ささのき","https://vrchat.com/home/avatar/avtr_997f4267-2f36-4d6c-9ebe-1b96f6592291"
"0436","しかAkyo","akyo_シカ","動物,動物/しか",,"ささのき","https://vrchat.com/home/avatar/avtr_6152bd2b-6ac3-40ca-b43b-a3f17d508700"
"0437","うたねぎAkyo","akyo_ねぎうた","食べ物,食べ物/野菜,パロディ,パロディ/ボカロ系","ねぎシリーズも増加中","ささのき","https://vrchat.com/home/avatar/avtr_9071118b-d070-4d97-a81d-7deb6df4c22d"
"0438","うきょきつねAkyo","akyo_foxUkyo","動物/きつね,パロディ/相棒,パロディ,動物",,"ささのき","https://vrchat.com/home/avatar/avtr_2855f50c-07d4-4e4c-84fa-23c2f5013308"
"0439","食パンたぬきAkyo","akyo_to-stTANUKI","食べ物,食べ物/料理,動物,動物/たぬき",,"ささのき","https://vrchat.com/home/avatar/avtr_bbf76760-bbca-48d9-be4d-f924e1606cf4"
"0440","かにAkyo","akyo_kani","動物,動物/カニ","エビカニモード付き","ささのき","https://vrchat.com/home/avatar/avtr_50a5f466-4c46-4822-b219-8fdc0d630267"
"0441","もちAkyo","akyo_もち","食べ物,食べ物/スイーツ","2代目もちAkyo","ささのき","https://vrchat.com/home/avatar/avtr_209684dd-dca1-415d-a747-af883a896756"
"0442","まほうねぎAkyo","akyo_ねぎまほう","ハロウィン,季節・行事,まほう,食べ物,食べ物/野菜,なりきり・仮装",,"ささのき","https://vrchat.com/home/avatar/avtr_eb18a90b-8452-4702-b24a-5cd9abd5d22a"
"0443","モンブランAkyo","akyo_モンブラン","食べ物,食べ物/スイーツ",,"ささのき","https://vrchat.com/home/avatar/avtr_a09d8024-486a-4b85-9688-a62edc34d450"
"0444","モンブランきつねAkyo","akyo_きつねモンブラン","動物/きつね,動物,食べ物,食べ物/スイーツ",,"ささのき","https://vrchat.com/home/avatar/avtr_74f6c6a7-b8db-4bb7-b85a-4bafb512b1d9"
"0445","おおかみAkyo","akyo_おおかみ","動物,動物/おおかみ",,"ささのき","https://vrchat.com/home/avatar/avtr_9d83a91f-bf82-4d58-83c1-6559f9dfbeb6"
"0446","宇宙ノーマルAkyo","akyo_うちゅう","自然",,"ささのき","https://vrchat.com/home/avatar/avtr_ca7da3b3-0e5c-44a1-89fc-a9a89da3961f"
"0447","ないときつねAkyo","akyo_きつねないと","動物/きつね,動物",,"ささのき","https://vrchat.com/home/avatar/avtr_b6edb67a-1a5c-4268-828c-51ed8e0f536b"
"0448","カボチャハロウィンAkyo","akyo_かぼちゃHW","ハロウィン,季節・行事,なりきり・仮装",,"ささのき","https://vrchat.com/home/avatar/avtr_7b2e4467-0cff-4a97-80ce-be816e05d345"
"0449","ハロウィンポンチョきつねAkyo","akyo_foxHW","動物/きつね,ハロウィン,季節・行事,動物,衣類・衣装,なりきり・仮装",,"ささのき","https://vrchat.com/home/avatar/avtr_cec68cad-1972-4a81-8289-4adb9988d5cf"
"0450","キョンシーきつねAkyo","akyo_きつねキョンシー","動物/きつね,ハロウィン,季節・行事,動物,架空の存在,架空の存在/妖怪・おばけ,なりきり・仮装",,"ささのき","https://vrchat.com/home/avatar/avtr_5e407374-de0c-42d1-af14-a7b5ff7ebf07"
"0451","ちゃがまたぬきAkyo","akyo_たぬきちゃがま","動物,動物/たぬき",,"ささのき","https://vrchat.com/home/avatar/avtr_509e5e10-b689-4843-96bc-016a655f74de"
"0452","酒屋たぬきAkyo","akyo_たぬき酒屋","動物,動物/たぬき,飲み物",,"ささのき","https://vrchat.com/home/avatar/avtr_6fc43531-97bb-43cf-8f63-3381422a470f"
"0453","カフェおおかみAkyo","akyo_おおかみカフェ","動物,動物/おおかみ",,"ささのき","https://vrchat.com/home/avatar/avtr_ce054e6f-f6c8-4864-9cf5-180cab3e6478"
"0454","どらごんAkyoSP","akyo_老どらごん","架空の存在,ひこう,動物,架空の存在/りゅう・ドラゴン","SPはサブスタのこと？","ささのき","https://vrchat.com/home/avatar/avtr_682931f3-e166-4f62-a626-2a1f39a9505e"
"0455","木彫りきつねAkyo","akyo_木彫りきつね","動物/きつね,動物,植物,素材・材質・生地",,"ささのき","https://vrchat.com/home/avatar/avtr_706f8cad-a7cd-4fa0-b9eb-2a7f47c7bb04"
"0456","ハロウィンだいこんAkyo","akyo_だいこんHW","食べ物/野菜,ハロウィン,季節・行事,食べ物,食べ物/野菜/だいこん,なりきり・仮装",,"ささのき","https://vrchat.com/home/avatar/avtr_c9eda5f8-c8cb-4f2f-8797-375583500552"
"0457","オコジョAkyo2024","akyo_オコジョ24","動物,動物/オコジョ","3代目オコジョAkyo","ささのき","https://vrchat.com/home/avatar/avtr_bfab0401-1392-4060-805c-456d4cc20b50"
"0458","こたつきつねAkyo","akyo_きつねこたつ","動物/きつね,動物,家電・家具",,"ささのき","https://vrchat.com/home/avatar/avtr_cf0aabab-d449-469c-9f2c-ae49663c78d1"
"0459","うまはにわAkyo","akyo_はにわうま","動物,動物/うま,歴史,像・埴輪","はにわとうまにも派生誕生","ささのき","https://vrchat.com/home/avatar/avtr_aa880970-2d3b-4cda-85f6-e1aee46b8e09"
"0460","太陽の塔Akyo","akyo_taiyou","建物,自然","JPSTにはいない","ささのき","https://vrchat.com/home/avatar/avtr_6c6d988b-3534-4fdc-bf4c-54437d3eb9ae"
"0461","はにわぶしAkyo","akyo_はにわぶし","歴史,像・埴輪",,"ささのき","https://vrchat.com/home/avatar/avtr_5c9ea1b2-1145-4c6d-bd24-54a8543fb4ef"
"0462","アヌビスAkyo","akyo_あぬびす","架空の存在,架空の存在/天使・神","ささのきさん式アヌビスAkyo","ささのき","https://vrchat.com/home/avatar/avtr_4ded4fea-bf3c-455d-b369-45ba7b30b63a"
"0463","プリンカップAkyo","akyo_プリンカップ","食べ物,食べ物/スイーツ",,"ささのき","https://vrchat.com/home/avatar/avtr_942d0100-58ba-47ba-9672-cb3e6ac9bf73"
"0464","えきいんおおかみAkyo","akyo_おおかみえきいん","動物,動物/おおかみ",,"ささのき","https://vrchat.com/home/avatar/avtr_3bfc004f-a5e7-4f57-bbab-ab0ddcd644d1"
"0465","ゆきだるまきつねAkyo","akyo_ゆきだるま","動物/きつね,動物,家電・家具,歴史",,"ささのき","https://vrchat.com/home/avatar/avtr_9ba51df3-046a-4272-a755-61d651548875"
"0466","まつのきAkyo","akyo_まつ","植物",,"ささのき","https://vrchat.com/home/avatar/avtr_2b1b08f7-a042-4e0f-b891-f12638d88e49"
"0467","にわとりAkyo","akyo_にわとり","動物,動物/鳥",,"ささのき","https://vrchat.com/home/avatar/avtr_0ac178f7-81b7-4f4d-af4f-8e55c5e1173a"
"0468","カレーAkyo","akyo_curry","食べ物,食べ物/料理",,"ささのき","https://vrchat.com/home/avatar/avtr_c66d94c0-9968-4e51-a6d7-4d499eae5c1a"
"0469","サンタきつねAkyo","akyo_きつねサンタ","動物/きつね,動物,衣類・衣装",,"ささのき","https://vrchat.com/home/avatar/avtr_9583d3bf-57f6-4aa7-a809-e21ad08bc37b"
"0470","ふりそでおおかみAkyo","おおかみふりそで","動物,動物/おおかみ",,"ささのき","https://vrchat.com/home/avatar/avtr_2e9f07a1-9908-49b6-a2f6-766f446e6525"
"0471","ふりそでたぬきAkyo","たぬきふりそで","動物,動物/たぬき",,"ささのき","https://vrchat.com/home/avatar/avtr_5c2dfd30-1bf4-42ce-ac64-949a5db80407"
"0472","ふわふわAkyo","Fuwafuwa_Akyo","素材・材質・生地","114番は別作者様ver.","nezu_jp","https://vrchat.com/home/avatar/avtr_6f50c2f5-89b6-4cda-9799-fa674a38a20c"
"0473","こたつAkyo","kotatsu_akyo","家電・家具",,"nezu_jp","https://vrchat.com/home/avatar/avtr_bd03fb43-7ea7-4be5-bc9c-bcc9d9dc9007"
"0474","くまさん着ぐるみAkyo","bigkumasankigurumiAkyo","動物,動物/くま",,"葱 potipoti93","https://vrchat.com/home/avatar/avtr_86e1876d-0604-45f4-b0ae-f78c88f59b61"
"0475","囚人Akyo","PrisonerAkyo","チョコミント類,職業・家柄",,"葱 potipoti93","https://vrchat.com/home/avatar/avtr_8bb19cf9-83f2-4b67-9fe2-81a800704ba9"
"0476","なんかやばいAkyo","nankayabaiAkyo","芸術・アート",,"葱 potipoti93","https://vrchat.com/home/avatar/avtr_ea0d0fbc-74de-4465-be3e-0122f00a8347"
"0477","キュクロープスAkyo","RedonCyclopeAkyo","芸術・アート",,"葱 potipoti93","https://vrchat.com/home/avatar/avtr_0b9f8a00-c6f0-4268-8609-293ac07fc167"
"0478","あきょのてせん","Akyonotesen","チョコミント類,乗り物,職業・家柄",,"葱 potipoti93","https://vrchat.com/home/avatar/avtr_b4e941cc-6921-47ae-a3ef-9caf6d714062"
"0479","フェス気分のヤギAkyo","フェス気分のヤギAkyo","動物/ヤギ,ギミック・特殊,動物,季節・行事","『Akyoのぱーりない』にてHowToMakeSushiさんのDJを待望するヤギAkyoが変化した姿","nekononomicon","https://vrchat.com/home/avatar/avtr_897563b1-f2a5-4c1a-a3ad-30b3ef964bcf"
"0480","すし水勤務のAkyo","すし水勤務のAkyo","チョコミント類,職業・家柄,飲み物",,"nekononomicon","https://vrchat.com/home/avatar/avtr_b38aeb2a-bb50-470a-82b6-ab977a023530"
"0481","ココナッツAkyo","ココナッツakyo","食べ物,食べ物/フルーツ",,"ささのき","https://vrchat.com/home/avatar/avtr_ecc0e2be-ed93-405a-b2a2-08dc4d54da13"
"0482","アスパラAkyo","アスパラakyo","植物,食べ物,食べ物/野菜",,"ささのき","https://vrchat.com/home/avatar/avtr_be4f1cd4-5acb-4d04-b61d-117099f23c8d"
"0483","コーギーAkyo","akyo コーギー","動物/いぬ,動物",,"ささのき","https://vrchat.com/home/avatar/avtr_7265691a-2a56-4638-83bd-ed6b122fa3c6"
"0484","水兵きつねAkyo","akyo Fox すいへい","動物/きつね,職業・家柄,動物,飲み物",,"ささのき","https://vrchat.com/home/avatar/avtr_5e5aa01d-59a8-4631-8b48-46803c1d982a"
