"ID","Nickname","AvatarName","Category","Comment","Author","AvatarURL"
"0041","キヌガサAkyo","キヌガサAkyo","菌類",,"teramo","https://vrchat.com/home/avatar/avtr_d90c1af0-58bb-43bc-aa8b-c8d51e25114c"
"0042","64ポリゴンAkyo","64Akyo","ローポリ,ギミック・特殊","色変更可能","teramo","https://vrchat.com/home/avatar/avtr_1c2eee3d-8d73-465b-bc66-551fcdff3dc1"
"0043","ミナミコアリクイAkyo","ミナミコアリクイAkyo","動物/アリクイ,動物",,"teramo","https://vrchat.com/home/avatar/avtr_03c93715-e49f-4992-969a-aec9f3d7682d"
"0044","苔Akyo","Moss","苔,植物",,"カヤ（kaya）","https://vrchat.com/home/avatar/avtr_7e4418e8-a734-4072-99c3-8653c755aaa8"
"0045","木目Akyo","Wood","植物,素材・材質・生地",,"カヤ（kaya）","https://vrchat.com/home/avatar/avtr_415137aa-5cbf-4027-b9b9-668303cc2f70"
"0046","大理石Akyo","Marble","素材・材質・生地,素材・材質・生地/石",,"カヤ（kaya）","https://vrchat.com/home/avatar/avtr_1501f28e-a6db-4a5e-8968-1da53a1a961d"
"0047","こんにゃくAkyo","konjacAkyo","食べ物","首が動く","ごまシフォン","https://vrchat.com/home/avatar/avtr_ca72a3f4-082b-4f5e-99b2-cf6abedfcd73"
"0048","UFOAkyo","UFAkyo","乗り物,UMA",,"nekononomicon","https://vrchat.com/home/avatar/avtr_6f73a233-3ed2-4c81-98d9-aaff1fc477cd"
"0049","調査船MU-KYO","調査船MU-KYO","乗り物,パロディ/ムーイ,パロディ",,"nekononomicon","https://vrchat.com/home/avatar/avtr_98bd2b2f-991e-42d2-86b5-ca576f02032a"
"0050","JustやきいもAkyo","JustやきいもAkyo","食べ物,ギミック・特殊,食べ物/料理",,"nekononomicon","https://vrchat.com/home/avatar/avtr_a2195b1e-688e-4d15-b144-4daa9982c00d"
"0051","レモンAkyo","レモンAkyo","食べ物,食べ物/フルーツ",,"nekononomicon","https://vrchat.com/home/avatar/avtr_900b8728-f5d5-41dd-abe8-d28e866231ae"
"0052","ヤギAkyo","％＆＠＄＃ヤギAkyo","動物/ヤギ,動物",,"nekononomicon","https://vrchat.com/home/avatar/avtr_82097fe1-f3fd-4755-b45b-a86c01ad6a49"
"0053","デビルヤギAkyo","デビルヤギAkyo","動物/ヤギ,悪魔・淫魔,動物",,"nekononomicon","https://vrchat.com/home/avatar/avtr_21d65ba5-081c-454e-8124-7aade9ef1a95"
"0054","チーズ牛丼Akyo","cheese_gyuakyo_v0․9","食べ物,食べ物/料理,食べ物/お肉",,"Hawawa9","https://vrchat.com/home/avatar/avtr_c2ba2bf3-942b-49c1-b22a-ff1dbd041d04"
"0055","皮Akyo","皮Akyo","動物/きつね,動物,素材・材質・生地","リアル狐Akyoとのこと","甘水あみ","https://vrchat.com/home/avatar/avtr_ccddd5fd-df57-47fa-b7ab-a3e0c868a4e7"
"0056","肉Akyo","肉Akyo","動物/きつね,食べ物,動物,食べ物/お肉",,"甘水あみ","https://vrchat.com/home/avatar/avtr_189e56d5-4ce0-4d9a-b965-e3b0f8056fb5"
"0057","トピアリーAkyo","トピアリーAkyo","植物",,"甘水あみ","https://vrchat.com/home/avatar/avtr_1689b5fa-6a1e-4fbb-ae53-f74ac3f3c150"
"0058","サイバーAkyo","CyberAkyo","チョコミント類,パロディ/Cyberpunk,パロディ,電子",,"Holimond.jp","https://vrchat.com/home/avatar/avtr_130cc445-7bbe-4477-8b47-eae583097c5f"
"0059","陸自Akyo","陸自Akyo","職業・家柄",,"long-potato","https://vrchat.com/home/avatar/avtr_2d80cf2e-afd4-464a-824e-27f38d4165de"
"0060","農kyo","NOKYO","職業・家柄",,"long-potato","https://vrchat.com/home/avatar/avtr_cb7a3393-d5e0-4580-9ab3-de2f34a25ee3"
"0061","スギゴケAkyo","sugigokeakyo","苔,植物",,"long-potato","https://vrchat.com/home/avatar/avtr_d486c325-a03c-4e3f-8162-62b49a2ef279"
"0062","マンボーAkyo","ManbowAkyo","動物/魚,動物",,"long-potato","https://vrchat.com/home/avatar/avtr_1063161d-4535-4896-b797-0f5ba63042b8"
"0063","ワイルズAkyo","ワイルズAkyo","チョコミント類,ローポリ",,"long-potato","https://vrchat.com/home/avatar/avtr_78e8ae99-4c21-428b-9e05-1ec42a74102a"
"0064","デニムAkyo","Akyo_Denim","素材・材質・生地",,"らど/rado1031","https://vrchat.com/home/avatar/avtr_4b4a1951-c15d-4adf-833f-dbe11d3e0752"
"0065","マグマAkyo","Akyo_Magma","素材・材質・生地,素材・材質・生地/石",,"らど/rado1031","https://vrchat.com/home/avatar/avtr_e2e85e82-5f1e-4557-a957-bed11f0c9f7a"
"0066","監視者Akyo","Akyo_Watcher","ギミック・特殊",,"らど/rado1031","https://vrchat.com/home/avatar/avtr_4d4cb080-6d17-4898-8d18-3910bb2b2007"
"0067","ステルスAkyo","Akyo_Stealth","素材・材質・生地",,"らど/rado1031","https://vrchat.com/home/avatar/avtr_8f0a7c2d-4c8f-47ff-98cd-479a99b155d4"
"0068","TIAシャツAkyo","Akyo_Shirt_TIA","チョコミント類,ギミック・特殊","『THIS IS AKYO!』のシャツを着たAkyo","らど/rado1031","https://vrchat.com/home/avatar/avtr_900b9f1b-9400-4167-884c-04ead786ce0c"
"0069","エラーAkyo","errorAkyo","ギミック・特殊",,"葱 potipoti93","https://vrchat.com/home/avatar/avtr_c784d244-57e3-4cd8-8cde-62c6438ee161"
"0070","ねこですAkyo","AKYo-040-jp","パロディ/SCP,パロディ,動物,動物/ねこ",,"葱 potipoti93","https://vrchat.com/home/avatar/avtr_c7806ddb-31a4-454b-a3e7-1402214190bf"
"0071","モナリザAkyo","monAkyoriza","チョコミント類,芸術・アート",,"葱 potipoti93","https://vrchat.com/home/avatar/avtr_5dec48b1-73e1-4d09-98bc-f4439d1db740"
"0072","テレビAkyo","TVideoAkyo","チョコミント類,機械,家電・家具",,"葱 potipoti93","https://vrchat.com/home/avatar/avtr_2ea366db-004f-4502-b613-700bd7478e74"
"0073","ずんだもんAkyo","Akyodamon_yousei","パロディ/ずんだもん,パロディ",,"葱 potipoti93","https://vrchat.com/home/avatar/avtr_7fcde9bb-0dba-4e81-8457-ca29ada051d1"
"0074","ゆるめのアヌビスAkyo","Yurumeno_Akyobis","架空の存在,架空の存在/天使・神","葱さん式アヌビスAkyo","葱 potipoti93","https://vrchat.com/home/avatar/avtr_1d8a7298-ac5c-4a47-91db-0ff2f6f2e07a"
"0075","選挙ポスターAkyo","senAkyoposter","チョコミント類,芸術・アート,家電・家具",,"葱 potipoti93","https://vrchat.com/home/avatar/avtr_f4f0dad1-98e9-4c57-a6f3-2bf7b37a5c58"
"0076","おさとうAkyo","SugarpotAkyo","調味料",,"葱 potipoti93","https://vrchat.com/home/avatar/avtr_6ec37955-3998-4ad5-bb0c-44e0e3b1a5cd"
"0077","ベクシンスキーAkyo","BeksinskiAkyo","芸術・アート",,"葱 potipoti93","https://vrchat.com/home/avatar/avtr_4d10865e-3bd5-488c-9f72-65724e6b58bb"
"0078","タレットAkyo","TurretAkyo","機械",,"葱 potipoti93","https://vrchat.com/home/avatar/avtr_e17fe2a3-c351-4ca8-8e90-10ea077019cc"
"0079","カニになりたいAkyo","KanininaritaiAkyo","動物/カニ,動物",,"葱 potipoti93","https://vrchat.com/home/avatar/avtr_b0c29ba2-2c8f-496d-abcf-6693567db8a5"
"0080","ルネAkyo","Rene_MAkyoritte","動物/魚,芸術・アート,動物",,"葱 potipoti93","https://vrchat.com/home/avatar/avtr_4bbdb42f-e1ff-4609-94df-bdf905b830fc"
"0081","カーバンクルAkyo","カーバンクルAkyo","架空の存在,架空の存在/幻獣・精霊",,"幻遊童子","https://vrchat.com/home/avatar/avtr_386955dc-f23f-47e6-aefd-5a51871b64d2"
"0082","DDT-AKYO","DDT-AKYO","パロディ,パロディ/どんどん亭",,"スケタ_","https://vrchat.com/home/avatar/avtr_ede60d3a-1aa4-4615-98cb-72b765231feb"
"0083","もぐらAkyo","もぐらAkyo","動物/もぐら,動物",,"スケタ_","https://vrchat.com/home/avatar/avtr_f7f10558-f0d3-43c2-996a-027264644d10"
"0084","ゾウクラゲAkyo","ゾウクラゲAkyo","動物/クラゲ,動物,動物/海の生き物",,"スケタ_","https://vrchat.com/home/avatar/avtr_d44f6860-c79f-41ab-b7a8-cb7cc9b4ee89"
"0085","タコスAkyo","タコスAkyo","食べ物,食べ物/料理",,"スケタ_","https://vrchat.com/home/avatar/avtr_7deaf4fd-fb4d-4e53-8471-b84d2ce584a4"
"0086","もしもピアノになれたならAkyo","もしもピアノになれたならAkyo","音楽・楽器,願い事",,"よーつーよぼー","https://vrchat.com/home/avatar/avtr_9c938fc7-943c-4cc5-a70c-3c20882898c4"
"0087","スク水Akyo","スク水あきょう","衣類・衣装,飲み物",,"syuninn39","https://vrchat.com/home/avatar/avtr_0f95048d-98e0-4b42-91fc-6c011037166f"
"0088","チンアナゴAkyo","ちんあきょー","動物/魚,動物",,"syuninn39","https://vrchat.com/home/avatar/avtr_6f1d2dab-b56a-456c-87ab-bf1d22913e41"
"0089","うねAkyo","UneAkyo","ギミック・特殊",,"Sau-AU","https://vrchat.com/home/avatar/avtr_63cf426a-f1df-4905-8a00-40f188e2f077"
"0090","分身Akyo","BunshinAkyo","ギミック・特殊",,"Sau-AU","https://vrchat.com/home/avatar/avtr_70370223-953b-42f4-81b8-258060f8d449"
"0091","ステンドグラスAkyo","StainedGlassAkyo","芸術・アート,素材・材質・生地,素材・材質・生地/石",,"Sau-AU","https://vrchat.com/home/avatar/avtr_56f36a30-a80a-4bb4-a528-00432c10fa5d"
"0092","消えるAkyo","KieruAkyo","ギミック・特殊",,"Sau-AU","https://vrchat.com/home/avatar/avtr_a28bea18-d9bb-4f5d-8383-9056c1fd48b9"
"0093","UV展開Akyo","UVtenkaiAkyo","ギミック・特殊",,"Sau-AU","https://vrchat.com/home/avatar/avtr_abc7e6b3-3809-40de-9022-c8898af75572"
"0094","色変更Akyo","ColorChangeAkyo","ギミック・特殊",,"Sau-AU","https://vrchat.com/home/avatar/avtr_b1af3172-a8e1-47cb-99db-7942f1ccec6a"
"0095","ランダムノイズAkyo","RandomNoiseAkyo","ギミック・特殊",,"Sau-AU","https://vrchat.com/home/avatar/avtr_2fbb83fd-2e73-43d8-a5e3-3bf01a5180d0"
"0096","ゆがむAkyo","DistortionAkyo","ギミック・特殊",,"Sau-AU","https://vrchat.com/home/avatar/avtr_5091df1c-059b-4e37-8b36-32392ad98b61"
"0097","モザイクAkyo","MosaicAkyo","ギミック・特殊",,"Sau-AU","https://vrchat.com/home/avatar/avtr_e2e244da-1e4c-4225-89e8-e8925238df5d"
"0098","落ちそうAkyo","OtisouAkyo","ギミック・特殊",,"Sau-AU","https://vrchat.com/home/avatar/avtr_5831a624-e498-42d3-899b-329e6fee5f33"
"0099","波動Akyo","HadouAkyo","ギミック・特殊",,"Sau-AU","https://vrchat.com/home/avatar/avtr_b45f3a26-0632-4654-b798-f8ca0d57f212"
"0100","ヒプノシスAkyo","HypnosisAkyo","ギミック・特殊",,"Sau-AU","https://vrchat.com/home/avatar/avtr_7f1ec618-fcc2-4ec5-a06d-950867cf91d1"
"0101","吸い込まれるAkyo","SuikomareruAkyo","ギミック・特殊",,"Sau-AU","https://vrchat.com/home/avatar/avtr_e1737069-cff2-4dcc-934f-828786678748"
"0102","グリッチAkyo","GlitchAKyo","電子",,"Sau-AU","https://vrchat.com/home/avatar/avtr_ae211149-d7a5-4ce4-9cd8-8854c18dd477"
"0103","ボクセルAkyo","BoxelAkyo","素材・材質・生地",,"Sau-AU","https://vrchat.com/home/avatar/avtr_466a40fb-5aeb-4a7d-831b-5d815ddaa43e"
"0104","レインボーAkyo","RainbowAkyo","色",,"Sau-AU","https://vrchat.com/home/avatar/avtr_1d9cb50f-6080-4aa5-a62d-109dc2602794"
"0105","サウAkyo","SauAkyo","パロディ,パロディ/人物",,"Sau-AU","https://vrchat.com/home/avatar/avtr_987cc6da-2d65-4cc3-881b-e0f528fd0ac2"
"0106","消えるAkyo3.0","KieruAkyo3․0","ギミック・特殊",,"Sau-AU","https://vrchat.com/home/avatar/avtr_353097b1-5927-4952-9aad-9606885cf438"
"0107","サラマンダーAkyo","SalamanderAkyo","架空の存在,架空の存在/幻獣・精霊","うぱAkyoと呼んだりもする","SauAu","https://vrchat.com/home/avatar/avtr_44fec38a-0008-4421-98aa-9dfdc4030c44"
"0108","メルトAkyo","MeltedAkyo","ギミック・特殊","スライムAkyoかも","SauAu","https://vrchat.com/home/avatar/avtr_d2b73f03-0c08-4d5a-9819-9f91aa9659e1"
"0109","リアルAkyo","RealAlyo_Light","芸術・アート,実写",,"kumax9","https://vrchat.com/home/avatar/avtr_f159ccc0-e850-4468-a8e0-19c68b376a96"
"0110","デブAkyo","Akyo_debu","体型",,"kumax9","https://vrchat.com/home/avatar/avtr_edc3a97f-5745-4a44-9cba-21f064f87617"
"0111","天使Akyo","Akyo Angel","架空の存在,架空の存在/天使・神",,"ElzharWP1／アレゾー","https://vrchat.com/home/avatar/avtr_5bcb4d80-7826-4a40-ba70-7e020504497a"
"0112","さいばーあきょう","さいばーあきょう","電子",,"BunyanP","https://vrchat.com/home/avatar/avtr_038fdf9c-9c4d-415b-b890-16d5e32eca8c"
"0113","テルミンAkyo","テルミンAkyo","音楽・楽器",,"dekadan","https://vrchat.com/home/avatar/avtr_abbbfdef-ea4f-426f-92e6-aaeb4df3c0e6"
"0114","ふわふわAkyo","ふわふわAkyo","素材・材質・生地","472番は別作者バージョン","雨音さかな","https://vrchat.com/home/avatar/avtr_74cec706-10c1-4bb2-9f3d-6d829dbd182a"
"0115","お祭りAkyo","matsuri akyo ＋pen","季節・行事",,"あるてに ⁄ Arteni","https://vrchat.com/home/avatar/avtr_a43e9175-ae4b-4c8e-80b2-1e8f371d886b"
"0116","ひなたAkyo","HinataAkyo","自然",,"ヒーハー ObamaSonic","https://vrchat.com/home/avatar/avtr_7fa2c48e-693e-4130-93a4-ca054a4ccb36"
"0117","メジェドAkyo","メジェドAkyo","架空の存在,架空の存在/天使・神",,"arukaH․","https://vrchat.com/home/avatar/avtr_102d48b3-a841-47b1-ba93-042901dc84ac"
"0118","アマゴを背負うAkyo","AMAGOAkyo","動物,動物/海の生き物",,"zhoney666","https://vrchat.com/home/avatar/avtr_04a0b933-d2a1-46a3-9337-25767167282a"
"0119","カツオを背負うAkyo","KATUO＿Akyo","動物,動物/海の生き物",,"zhoney666","https://vrchat.com/home/avatar/avtr_a2d0044a-474e-478f-932a-b04e393ad2b3"
"0120","草Akyo","KUSAAkyo","植物",,"zhoney666","https://vrchat.com/home/avatar/avtr_35454860-8134-4485-8c7c-2eeb9dabd3ce"
"0121","キラキラAkyo","KIRAKIRAAkyo","ギミック・特殊",,"zhoney666","https://vrchat.com/home/avatar/avtr_36de6112-6f2e-483f-85ae-5d3f79fc80d6"
"0122","後光がなんかすごいAkyo","後光がなんかすごいAkyo","架空の存在,架空の存在/天使・神",,"zhoney666","https://vrchat.com/home/avatar/avtr_6505171c-e680-4ef8-8845-b7a7ac342d68"
"0123","泡Akyo","泡Akyo","ギミック・特殊","泡Akyo1体目","ふらっと（flat）","https://vrchat.com/home/avatar/avtr_31cdcccc-66c2-4632-8d08-0a319b583ac9"
"0124","回折格子Akyo","回折格子Akyo","素材・材質・生地,素材・材質・生地/石",,"ふらっと（flat）","https://vrchat.com/home/avatar/avtr_a24f37ec-7d3a-4537-85a9-a58c18080737"
"0125","色胞光学迷彩Akyo","色胞光学迷彩Akyo","ギミック・特殊",,"ふらっと（flat）","https://vrchat.com/home/avatar/avtr_53f69d22-b2d6-4ecf-aa89-936fd9440e6d"
"0126","ヒョウモントカゲモドキAkyo","ヒョウモントカゲモドキAkyo","動物/ヤモリ,動物",,"ふらっと（flat）","https://vrchat.com/home/avatar/avtr_c484e100-e8ec-4fd1-8ee8-10ffd543e537"
"0127","ヤンバルクイナAkyo","ヤンバルクイナAkyo","動物,動物/ヤンバルクイナ",,"まーほん（marhon）","https://vrchat.com/home/avatar/avtr_8f7cb0a2-1711-459b-84fd-0582fb296e26"
"0128","パーティクルAkyo","Akyo","ギミック・特殊",,"Landy_Jozo","https://vrchat.com/home/avatar/avtr_736053d2-b02c-44d0-b3e3-aaaeb46f61d6"
"0129","焼きAkyo","yaki AKYO","食べ物,食べ物/料理",,"HINA_HERCURES","https://vrchat.com/home/avatar/avtr_c71d206f-8ac4-4729-9474-a5f77b44165c"
"0130","ぼんじりAkyo","ぼんじり（お徳用）","食べ物,食べ物/料理",,"HINA_HERCURES","https://vrchat.com/home/avatar/avtr_287614de-96d7-49d6-af80-110b34e6f442"
"0131","踊り子Akyo","踊り子Akyo","職業・家柄",,"YukiYukiVirtual","https://vrchat.com/home/avatar/avtr_b200729e-1158-43a5-9ff8-0a84fbca061f"
"0132","グッチAkyo","Gucci Akyo","衣類・衣装","柄はフリーのため権利的にはセーフ","SplitScream","https://vrchat.com/home/avatar/avtr_0662515d-ce3d-4f57-b9a6-e08b7bb5eff2"
"0133","すあまAkyo","akyo_suama","食べ物,食べ物/スイーツ",,"fues（ひゅーず）","https://vrchat.com/home/avatar/avtr_49763c1f-27e1-4377-89b9-26230d6f99dc"
"0134","アメジストAkyo","AmethystAkyo","素材・材質・生地,素材・材質・生地/石",,"しみずあきら","https://vrchat.com/home/avatar/avtr_ffad6923-877f-4a5d-83b1-d4c2bb8d66b1"
"0135","段ボールAkyo","akyo snake","パロディ/メタルギアソリッド,パロディ",,"qchan949","https://vrchat.com/home/avatar/avtr_6cc5a8d4-d1e9-49f5-8836-6afe115e3bd6"
"0136","しいたけAkyo","akyo_poopake","食べ物,食べ物/野菜",,"qchan949","https://vrchat.com/home/avatar/avtr_9c63f638-d475-4c56-b1c5-3d9540cab7b4"
"0137","それんAkyo","akyo_soren","歴史",,"qchan949","https://vrchat.com/home/avatar/avtr_527c7c86-4eab-4281-a7ff-5576b1bb0b63"
"0138","じょんAkyo","akyo_jon","衣類・衣装",,"qchan949","https://vrchat.com/home/avatar/avtr_48185046-29cf-4b04-a4a5-2288717b7e30"
"0139","雪だるまAkyo","akyo_orf","家電・家具,季節・行事,自然,歴史",,"qchan949","https://vrchat.com/home/avatar/avtr_4a34a656-b5f0-4367-890f-019196f6613a"
"0140","窓Akyo","akyo_window","家電・家具",,"qchan949","https://vrchat.com/home/avatar/avtr_47e6a1f1-43bf-4cf5-ac73-92139b9b6b88"
"0141","ケーキAkyo","cake","食べ物,食べ物/スイーツ","qchan949式ケーキAkyo","qchan949","https://vrchat.com/home/avatar/avtr_fdb6ca57-ebef-44fd-b0d9-22838f480f16"
"0142","みかんAkyo","sau","食べ物,食べ物/フルーツ",,"qchan949","https://vrchat.com/home/avatar/avtr_47f9c7d9-6701-4c4b-bc34-193d9f951043"
"0143","おんがくAkyo","akyo_music_01","音楽・楽器",,"qchan949","https://vrchat.com/home/avatar/avtr_9aa27087-64b8-4eb1-b846-cca08f4b0678"
"0144","かたつむりAkyo","snileakyo","動物,動物/かたつむり",,"qchan949","https://vrchat.com/home/avatar/avtr_3b57d833-d1da-4176-87f6-fbd417093716"
"0145","めんしすAkyo？","メンシス学派","ギミック・特殊",,"qchan949","https://vrchat.com/home/avatar/avtr_7d9ea317-7ff9-476b-b31f-930381e3aac6"
"0146","ベニスAkyo","Venice Akyo","歴史",,"Kageji_jp","https://vrchat.com/home/avatar/avtr_5ff63b39-3991-419a-a5ee-285c328a0771"
"0147","νAkyo","νAkyo","電子",,"Kurosuke28","https://vrchat.com/home/avatar/avtr_db8ff398-41a6-41df-9dbf-17297161f801"
"0148","J2m3Akyo","J2m3","電子",,"Rat_San","https://vrchat.com/home/avatar/avtr_0a67b533-a60c-4ee3-8965-cd850220c76b"
"0149","virtual bayroi4Akyo","virtual bayroi 4","電子",,"Rat_San","https://vrchat.com/home/avatar/avtr_3cf69c07-bf31-434d-b99c-6deeb52f2854"
"0150","HinyoAkyo","Hinyo","ギミック・特殊",,"Kageji_jp","https://vrchat.com/home/avatar/avtr_d03b5e80-a5a0-4540-9235-eb4f2d6fac06"
"0151","うしAkyo","Akyo Cow 256","動物,動物/うし","海外の方が作られたうしAkyo","Dithuzad","https://vrchat.com/home/avatar/avtr_4df81f11-643b-43e9-abd8-c15aa109a37a"
"0152","ポンチョAkyo","akyo___________雨","衣類・衣装","初期は_が長い","ささのき","https://vrchat.com/home/avatar/avtr_ea0397b8-c8e1-4c9a-a1e7-c5ca48c090de"
"0153","ハロウィンAkyo","akyo__________コスプレ","ハロウィン,季節・行事",,"ささのき","https://vrchat.com/home/avatar/avtr_9c73ed86-4a38-444e-b322-a6e02bca900c"
"0154","工事Akyo","akyo____安全","チョコミント類,職業・家柄",,"ささのき","https://vrchat.com/home/avatar/avtr_cc69727b-9d2b-4e74-b874-3235df98c67f"
"0155","タオルAkyo","akyo____タオル","家電・家具,お風呂",,"ささのき","https://vrchat.com/home/avatar/avtr_969d3c87-669c-475a-8721-41e691ec6aef"
"0156","アロハAkyo","akyo____アロハ","衣類・衣装",,"ささのき","https://vrchat.com/home/avatar/avtr_f618b1bc-8093-472a-873c-a3370f6bcab4"
"0157","トナカイAkyo","akyo___トナカイ","動物,動物/トナカイ",,"ささのき","https://vrchat.com/home/avatar/avtr_3296e664-26b9-430f-b63a-1229f212997d"
"0158","サンタAkyo","akyo___サンタ","衣類・衣装",,"ささのき","https://vrchat.com/home/avatar/avtr_fc36d46b-05bf-495d-b946-cbf61119bfa2"
"0159","きつねAkyo","akyo__fox","動物/きつね,動物",,"ささのき","https://vrchat.com/home/avatar/avtr_fc558b6d-0f92-4288-a712-13c6b2e95de9"
"0160","オコジョAkyo","akyo__fox2","動物,動物/オコジョ","なぜかfox2","ささのき","https://vrchat.com/home/avatar/avtr_4413eeb4-2b37-43f7-b3c4-0b4ff781f8c2"
"0161","きつねAkyo2","akyo__fox3","動物/きつね,動物",,"ささのき","https://vrchat.com/home/avatar/avtr_61185638-323e-42c9-9048-a5d4d9f1281f"
"0162","すしAkyo","akyo__すし","食べ物,食べ物/料理,食べ物/お寿司","初代すしAkyo","ささのき","https://vrchat.com/home/avatar/avtr_eb6e1511-0bf0-4c51-9e66-f4b8c5914bff"
"0163","くまAkyo","akyo__くま","動物,動物/くま",,"ささのき","https://vrchat.com/home/avatar/avtr_a9218753-7c1f-4f7a-bf87-ea2f518a061c"
"0164","くまAkyo2","akyo__くま２","動物,動物/くま","この色は‥","ささのき","https://vrchat.com/home/avatar/avtr_7a72f910-f0a8-489a-ad70-e6c7eb03dc25"
"0165","かがみもちAkyo","akyo__もち","食べ物,食べ物/スイーツ",,"ささのき","https://vrchat.com/home/avatar/avtr_f2a1886a-4a24-4d55-ba0f-af69f877728f"
"0166","ねずみAkyo","akyo__rat","動物,動物/ねずみ",,"ささのき","https://vrchat.com/home/avatar/avtr_d906beb7-8fae-4c30-9202-c9134256314f"
"0167","ナスAkyo","akyo__ナス","食べ物,食べ物/野菜",,"ささのき","https://vrchat.com/home/avatar/avtr_959c288a-5018-4557-af3a-d2ba4ead41d5"
"0168","みかんちゃんAkyo","akyo__mikan","食べ物,食べ物/フルーツ",,"ささのき","https://vrchat.com/home/avatar/avtr_b81c93d2-5dc5-4bdb-8cc5-167cacbac88f"
"0169","どらごんAkyo","akyo_どらごん 1․52","架空の存在,ひこう,動物,架空の存在/りゅう・ドラゴン",,"ささのき","https://vrchat.com/home/avatar/avtr_a197978a-19f3-4282-95f9-884320ef57c7"
"0170","おにAkyo","skyo__oni","架空の存在,架空の存在/妖怪・おばけ","skyoなのはミス？","ささのき","https://vrchat.com/home/avatar/avtr_677186b1-0a7c-4885-9d5a-200e03ec16f6"
"0171","はーふAkyo","akyo_half","体型",,"ささのき","https://vrchat.com/home/avatar/avtr_5676c82c-13b3-489f-8b2b-24064e689b9a"
"0172","かっぱAkyo","akyo_kappa","架空の存在,架空の存在/妖怪・おばけ","会えたらラッキー","ささのき","https://vrchat.com/home/avatar/avtr_21c11fa6-1ecd-49c8-95f0-c1d8719f6d77"
"0173","たぬきAkyo","akyo_tanuki","動物,動物/たぬき",,"ささのき","https://vrchat.com/home/avatar/avtr_0d78a816-74ea-4255-a886-1fe78bd578f9"
"0174","バーガーAkyo","akyoバーガー","食べ物,食べ物/料理",,"ささのき","https://vrchat.com/home/avatar/avtr_09ba015d-8a4a-4052-a3bb-27338b404eba"
"0175","ちくわAkyo","akyo_ちくわ","食べ物,食べ物/料理","内側が気になる","ささのき","https://vrchat.com/home/avatar/avtr_ca614f53-b7cc-47f1-b10d-577e150fdbd3"
"0176","ナースAkyo","akyo_ナース","職業・家柄",,"ささのき","https://vrchat.com/home/avatar/avtr_90058d68-5c07-4632-a4e0-ee53b0344a55"
"0177","マフラーAkyo","akyo_マフラー","衣類・衣装",,"ささのき","https://vrchat.com/home/avatar/avtr_b0dd2e0a-012c-4867-99c8-22a7e4b0ee79"
"0178","ペンギンAkyo","akyo_ペンギン","動物,動物/海の生き物,動物/ペンギン,動物/鳥,家電・家具",,"ささのき","https://vrchat.com/home/avatar/avtr_8cf07106-3ca2-4e95-9997-ca9351395ebc"
"0179","サメAkyo","akyo_shark","動物,動物/海の生き物,動物/サメ","初代サメAkyo","ささのき","https://vrchat.com/home/avatar/avtr_e45b5e92-5491-4a9b-b273-9a57d31b17c7"
"0180","うさぎAkyo","akyo_うさぎ","動物,動物/うさぎ",,"ささのき","https://vrchat.com/home/avatar/avtr_94a9cb60-c2b8-4b11-a790-d45347085cdc"
"0181","たんぽぽAkyo","akyo_たんぽぽ","植物",,"ささのき","https://vrchat.com/home/avatar/avtr_f3908ea2-fa83-44e9-b119-24575474b27e"
"0182","シスターAkyo","akyo_シスター","職業・家柄",,"ささのき","https://vrchat.com/home/avatar/avtr_3b3feea7-e6ec-414b-b4b3-83152f02954a"
"0183","狐シスターAkyo","akyo_狐シスター","職業・家柄",,"ささのき","https://vrchat.com/home/avatar/avtr_475416d0-6e42-402b-b5e0-129cc8d8a071"
"0184","郵便Akyo","akyo_郵便","職業・家柄",,"ささのき","https://vrchat.com/home/avatar/avtr_cd62208e-db35-4573-9454-c5b18d9392a5"
"0185","プリンAkyo","akyo_プリン","食べ物,食べ物/スイーツ",,"ささのき","https://vrchat.com/home/avatar/avtr_46df5292-f719-4f01-be76-516650891c1e"
"0186","だいこんAkyo","akyo_だいこん","食べ物,食べ物/野菜",,"ささのき","https://vrchat.com/home/avatar/avtr_1c1e05e3-8a9d-40d6-a606-e6d86b0b7931"
"0187","うしAkyo","akyo_うし","動物,動物/うし",,"ささのき","https://vrchat.com/home/avatar/avtr_0fe1984c-8c4d-457f-a58a-86fff3b8209e"
"0188","コーヒーAkyo","akyo_coffee","飲み物",,"ささのき","https://vrchat.com/home/avatar/avtr_916dee71-17e0-438b-b474-a0ff0341c209"
"0189","インディアンAkyo","akyo_いんでぃあん","衣類・衣装",,"ささのき","https://vrchat.com/home/avatar/avtr_69288b67-c532-4dba-b16d-8ed3993582c0"
"0190","トロピカルAkyo1","akyo_トロピカル","季節・行事",,"ささのき","https://vrchat.com/home/avatar/avtr_3332d895-c860-405f-83d2-80f3111a4929"
"0191","トロピカルAkyo2","akyoトロピカル２","季節・行事",,"ささのき","https://vrchat.com/home/avatar/avtr_1f25b9c8-887d-4f9b-97b9-d0713b7289fd"
"0192","トロピカルAkyo3","akyo_トロピカル３","季節・行事",,"ささのき","https://vrchat.com/home/avatar/avtr_fea9887c-bbf8-41b3-a8de-31565b6c749a"
"0193","にんじゃAkyo","akyo_ninja","職業・家柄",,"ささのき","https://vrchat.com/home/avatar/avtr_bfb73e94-4acf-4401-80fc-e8175486e0f6"
